,OrderID,CustomerName,Product,Quantity,UnitPrice,OrderDate,ShippingCost,CustomerID,CustomerEmail,Country,Membership,SignUpDate,LastOrderDate,TotalSpent,Customer Communication Log
203,144,Robert Gonzalez,Book,2,589.5944867610242,2023-05-24,82.93157818634681,342,marketfan2803@buyeasy.com,Australia,Standard,2022-12-08,2023-12-08,7645.173024649106,2022-02-08: Complaint about payment issues; 2022-02-20: Feedback about delayed delivery
204,640,Jessica Hernandez,Bike,3,544.666140452863,2024-10-01,56.18346988931913,342,marketfan2803@buyeasy.com,Australia,Standard,2022-12-08,2023-12-08,7645.173024649106,2022-02-08: Complaint about payment issues; 2022-02-20: Feedback about delayed delivery
205,98,Jennifer Gonzalez,Bike,1,295.4909909125668,2023-04-08,49.92975932028012,42,shopper7138@bestdeals.com,Australia,VIP,2022-02-11,2023-02-11,6741.511299443302,2022-08-04: Feedback about membership benefits; 2022-06-08: Inquiry about membership benefits
206,788,John Thomas,Laptop,1,912.486430738013,2025-02-26,97.68848098293564,42,shopper7138@bestdeals.com,Australia,VIP,2022-02-11,2023-02-11,6741.511299443302,2022-08-04: Feedback about membership benefits; 2022-06-08: Inquiry about membership benefits
207,101,Barbara Martin,Bike,3,671.8679350649401,2023-04-11,97.73626337666244,783,shopper5732@shopworld.com,Canada,Premium,2024-02-22,2025-02-21,5104.708730649451,2022-07-29: Request about payment issues
208,380,Karen Johnson,Laptop,1,553.892962154029,2024-01-15,70.56291974841591,783,shopper5732@shopworld.com,Canada,Premium,2024-02-22,2025-02-21,5104.708730649451,2022-07-29: Request about payment issues
209,102,Sarah Martinez,Shirt,3,416.9585446170951,2023-04-12,81.97889537681694,443,buyer6285@eshop.com,USA,VIP,2023-03-19,2024-03-18,3690.022393057255,2022-04-10: Complaint about membership benefits
210,864,Michael Jackson,Bike,3,892.5800531108003,2025-05-13,87.02020106063875,443,buyer6285@eshop.com,USA,VIP,2023-03-19,2024-03-18,3690.022393057255,2022-04-10: Complaint about membership benefits
211,103,Susan Martin,Bike,3,224.6527864342679,2023-04-13,43.84199504465249,375,buyer3402@shopworld.com,UK,Premium,2023-01-10,2024-01-10,2332.606269704844,2022-05-16: Feedback for more information on a product
212,106,Charles Thomas,Shirt,4,224.2553044858202,2023-04-16,18.75293363729349,66,dealhunter5716@eshop.com,Germany,VIP,2022-03-07,2023-03-07,7923.835808602806,2022-06-13: Feedback about payment issues; 2022-07-14: Request for more information on a product
213,467,Sarah Anderson,Bike,1,834.5549109149084,2024-04-11,8.213716596748117,66,dealhunter5716@eshop.com,Germany,VIP,2022-03-07,2023-03-07,7923.835808602806,2022-06-13: Feedback about payment issues; 2022-07-14: Request for more information on a product
214,500,David Williams,Toy,2,332.1269526342542,2024-05-14,60.21686777996279,66,dealhunter5716@eshop.com,Germany,VIP,2022-03-07,2023-03-07,7923.835808602806,2022-06-13: Feedback about payment issues; 2022-07-14: Request for more information on a product
215,108,Robert Lopez,Toy,2,493.259467335928,2023-04-18,70.66106000954684,73,buyer3488@bestdeals.com,Germany,VIP,2022-03-14,2023-03-14,3134.34920740713,2022-09-22: Complaint about delayed delivery; 2022-09-04: Request regarding order status; 2022-03-06: Request regarding order status
216,109,Jessica Brown,Laptop,1,339.0658892597517,2023-04-19,53.72756385462991,526,buyer9799@bestdeals.com,Australia,Standard,2023-06-10,2024-06-09,8007.894679003345,2022-05-23: Complaint about membership benefits
217,110,Karen Williams,Book,3,254.5210147110819,2023-04-20,29.61598494385295,379,shopper3696@eshop.com,Australia,VIP,2023-01-14,2024-01-14,318.7298309572832,2022-09-29: Inquiry about product availability; 2022-08-12: Complaint about payment issues; 2022-03-21: Inquiry about payment issues
218,179,Susan Brown,Toy,2,594.1312108158634,2023-06-28,72.06638712525819,379,shopper3696@eshop.com,Australia,VIP,2023-01-14,2024-01-14,318.7298309572832,2022-09-29: Inquiry about product availability; 2022-08-12: Complaint about payment issues; 2022-03-21: Inquiry about payment issues
219,509,Elizabeth Jackson,Shirt,4,767.8440242269962,2024-05-23,38.3629498596012,379,shopper3696@eshop.com,Australia,VIP,2023-01-14,2024-01-14,318.7298309572832,2022-09-29: Inquiry about product availability; 2022-08-12: Complaint about payment issues; 2022-03-21: Inquiry about payment issues
220,775,Barbara Martinez,Shirt,2,327.3689975387388,2025-02-13,9.648816269685936,379,shopper3696@eshop.com,Australia,VIP,2023-01-14,2024-01-14,318.7298309572832,2022-09-29: Inquiry about product availability; 2022-08-12: Complaint about payment issues; 2022-03-21: Inquiry about payment issues
221,111,Richard Miller,Shirt,3,651.8743177651937,2023-04-21,94.28146213933584,474,shopper9777@buyeasy.com,Canada,Premium,2023-04-19,2024-04-18,-999.0,2022-07-07: Request about payment issues; 2022-12-27: Feedback about payment issues; 2022-04-03: Feedback about membership benefits
222,112,Mary Jones,Shirt,1,836.2177094877599,2023-04-22,40.61137311469164,727,dealhunter6109@shopworld.com,USA,Premium,2023-12-28,2024-12-27,684.9138017349442,2022-09-01: Feedback regarding order status; 2022-12-17: Feedback about product availability
223,114,Patricia Rodriguez,Shirt,4,499.92510337981975,2023-04-24,93.74078916664686,308,marketfan3331@bestdeals.com,USA,Premium,2022-11-04,2023-11-04,6386.987280052476,2022-03-15: Feedback regarding order status
224,319,Joseph Garcia,Bike,2,641.7756509139141,2023-11-15,33.53188365942908,308,marketfan3331@bestdeals.com,USA,Premium,2022-11-04,2023-11-04,6386.987280052476,2022-03-15: Feedback regarding order status
225,115,Patricia Garcia,Book,3,315.5804043417702,2023-04-25,62.54550460231666,459,buyer643@buyeasy.com,Germany,Premium,2023-04-04,2024-04-03,8026.291897160101,2022-06-13: Complaint about membership benefits; 2022-09-17: Feedback regarding order status; 2022-01-09: Request regarding order status
226,385,Richard Jones,Laptop,1,845.0452396289372,2024-01-20,59.81770926511574,459,buyer643@buyeasy.com,Germany,Premium,2023-04-04,2024-04-03,8026.291897160101,2022-06-13: Complaint about membership benefits; 2022-09-17: Feedback regarding order status; 2022-01-09: Request regarding order status
227,116,Patricia Hernandez,Shirt,1,83.50121643228698,2023-04-26,40.8838893800973,519,buyer5768@eshop.com,UK,VIP,2023-06-03,2024-06-02,6645.812722668086,2022-03-19: Inquiry regarding order status; 2022-10-05: Feedback about payment issues; 2022-04-24: Feedback about membership benefits
228,117,Charles Hernandez,Laptop,1,677.3571497857954,2023-04-27,51.36930919528208,304,shopper1804@buyeasy.com,Germany,VIP,2022-10-31,2023-10-31,5580.92661287896,2022-06-17: Request about payment issues; 2022-01-06: Request about membership benefits
229,963,Thomas Taylor,Toy,3,674.9185890388259,2025-08-20,82.40943334541276,304,shopper1804@buyeasy.com,Germany,VIP,2022-10-31,2023-10-31,5580.92661287896,2022-06-17: Request about payment issues; 2022-01-06: Request about membership benefits
230,120,Patricia Jones,Shirt,1,31.40661729852907,2023-04-30,89.32245871501301,370,buyer2188@bestdeals.com,UK,Premium,2023-01-05,2024-01-05,5410.092084142617,2022-07-14: Request about delayed delivery; 2022-03-21: Complaint about delayed delivery; 2022-01-17: Complaint about product availability
231,217,Jennifer Gonzalez,Toy,1,71.47290354289106,2023-08-05,42.71630696450594,370,buyer2188@bestdeals.com,UK,Premium,2023-01-05,2024-01-05,5410.092084142617,2022-07-14: Request about delayed delivery; 2022-03-21: Complaint about delayed delivery; 2022-01-17: Complaint about product availability
232,411,Linda Smith,Bike,2,499.92510337981975,2024-02-15,65.3498328794658,370,buyer2188@bestdeals.com,UK,Premium,2023-01-05,2024-01-05,5410.092084142617,2022-07-14: Request about delayed delivery; 2022-03-21: Complaint about delayed delivery; 2022-01-17: Complaint about product availability
233,791,James Jones,Shirt,2,912.8515694109565,2025-03-01,27.87412183721972,370,buyer2188@bestdeals.com,UK,Premium,2023-01-05,2024-01-05,5410.092084142617,2022-07-14: Request about delayed delivery; 2022-03-21: Complaint about delayed delivery; 2022-01-17: Complaint about product availability
234,121,Patricia Jones,Book,1,954.4356618163057,2023-05-01,79.81216239756587,637,buyer335@bestdeals.com,Germany,Premium,2023-09-29,2024-09-28,4017.941838680688,2022-08-22: Request regarding order status; 2022-01-04: Complaint about payment issues
235,580,Karen Wilson,Book,4,220.8271502891484,2024-08-02,65.66572907990854,637,buyer335@bestdeals.com,Germany,Premium,2023-09-29,2024-09-28,4017.941838680688,2022-08-22: Request regarding order status; 2022-01-04: Complaint about payment issues
236,122,Richard Garcia,Shirt,3,939.5601562224296,2023-05-02,29.60264520709759,476,dealhunter4548@eshop.com,USA,VIP,2023-04-21,2024-04-20,9013.724553676104,2022-12-08: Request about membership benefits
237,512,John Miller,Toy,4,256.0914295429767,2024-05-26,48.84163937486878,476,dealhunter4548@eshop.com,USA,VIP,2023-04-21,2024-04-20,9013.724553676104,2022-12-08: Request about membership benefits
238,691,Joseph Martin,Laptop,1,317.7839962550749,2024-11-21,63.73349492819184,476,dealhunter4548@eshop.com,USA,VIP,2023-04-21,2024-04-20,9013.724553676104,2022-12-08: Request about membership benefits
239,876,Sarah Martinez,Laptop,2,757.0012663172284,2025-05-25,41.20974421036376,476,dealhunter4548@eshop.com,USA,VIP,2023-04-21,2024-04-20,9013.724553676104,2022-12-08: Request about membership benefits
240,123,Karen Williams,Book,2,680.8037783452855,2023-05-03,55.74134055684991,664,shopper2204@bestdeals.com,UK,Premium,2023-10-26,2024-10-25,8302.896232661513,2022-06-19: Inquiry about payment issues; 2022-12-14: Inquiry regarding order status; 2022-09-17: Feedback about payment issues
241,894,Patricia Jones,Laptop,1,88.2897628665269,2025-06-12,89.25446890583873,664,shopper2204@bestdeals.com,UK,Premium,2023-10-26,2024-10-25,8302.896232661513,2022-06-19: Inquiry about payment issues; 2022-12-14: Inquiry regarding order status; 2022-09-17: Feedback about payment issues
242,124,John Moore,Book,2,175.0346993954276,2023-05-04,77.12718778019412,616,marketfan6115@bestdeals.com,UK,VIP,2023-09-08,2024-09-07,9833.58114213129,2022-03-15: Inquiry regarding order status
243,256,Thomas Moore,Shirt,4,516.3836183613702,2023-09-13,17.92956748430422,616,marketfan6115@bestdeals.com,UK,VIP,2023-09-08,2024-09-07,9833.58114213129,2022-03-15: Inquiry regarding order status
244,125,Elizabeth Johnson,Laptop,3,293.2525700590506,2023-05-05,72.29781357062204,54,marketfan6538@eshop.com,Australia,Standard,2022-02-23,2023-02-23,472.2932736433802,2022-05-11: Request about membership benefits
245,386,Linda Wilson,Toy,2,720.7792318996993,2024-01-21,93.48282107262241,54,marketfan6538@eshop.com,Australia,Standard,2022-02-23,2023-02-23,472.2932736433802,2022-05-11: Request about membership benefits
246,677,Charles Jackson,Book,3,545.5816671955005,2024-11-07,51.27316244740571,54,marketfan6538@eshop.com,Australia,Standard,2022-02-23,2023-02-23,472.2932736433802,2022-05-11: Request about membership benefits
247,945,John Rodriguez,Laptop,2,769.87522936371,2025-08-02,53.73092073864218,54,marketfan6538@eshop.com,Australia,Standard,2022-02-23,2023-02-23,472.2932736433802,2022-05-11: Request about membership benefits
248,126,Susan Miller,Laptop,3,652.903107954054,2023-05-06,39.914726836551,23,dealhunter6773@buyeasy.com,Australia,VIP,2022-01-23,2023-01-23,4939.722253481405,2022-11-10: Feedback for more information on a product; 2022-05-27: Feedback for more information on a product
249,201,Joseph Johnson,Shirt,3,177.3871394254172,2023-07-20,41.1875921727707,23,dealhunter6773@buyeasy.com,Australia,VIP,2022-01-23,2023-01-23,4939.722253481405,2022-11-10: Feedback for more information on a product; 2022-05-27: Feedback for more information on a product
250,854,Patricia Lopez,Toy,1,911.1772480160986,2025-05-03,81.2132530700966,23,dealhunter6773@buyeasy.com,Australia,VIP,2022-01-23,2023-01-23,4939.722253481405,2022-11-10: Feedback for more information on a product; 2022-05-27: Feedback for more information on a product
251,127,Joseph Moore,Toy,1,52.24931628748323,2023-05-07,54.40757017253927,312,dealhunter7343@eshop.com,Canada,Premium,2022-11-08,2023-11-08,5282.256134717109,2022-01-15: Request about payment issues; 2022-06-20: Inquiry about product availability
252,809,Robert Hernandez,Bike,4,642.7123763476952,2025-03-19,23.63467910851968,312,dealhunter7343@eshop.com,Canada,Premium,2022-11-08,2023-11-08,5282.256134717109,2022-01-15: Request about payment issues; 2022-06-20: Inquiry about product availability
253,128,Sarah Anderson,Bike,4,820.1247570253752,2023-05-08,95.06785368208674,564,marketfan684@buyeasy.com,Canada,VIP,2023-07-18,2024-07-17,5750.387793309807,2022-06-28: Request about delayed delivery; 2022-07-21: Inquiry about delayed delivery; 2022-06-09: Inquiry about membership benefits
254,199,David Brown,Shirt,4,279.5436818642393,2023-07-18,9.659506154816984,564,marketfan684@buyeasy.com,Canada,VIP,2023-07-18,2024-07-17,5750.387793309807,2022-06-28: Request about delayed delivery; 2022-07-21: Inquiry about delayed delivery; 2022-06-09: Inquiry about membership benefits
255,129,Karen Hernandez,Toy,3,43.56570363987931,2023-05-09,47.62620614103124,341,buyer1709@bestdeals.com,USA,Standard,2022-12-07,2023-12-07,8082.070004335423,2022-06-03: Request about membership benefits
256,407,Michael Martinez,Bike,3,623.6783617738608,2024-02-11,31.68325703457414,341,buyer1709@bestdeals.com,USA,Standard,2022-12-07,2023-12-07,8082.070004335423,2022-06-03: Request about membership benefits
257,130,Charles Martinez,Toy,4,872.1379460455095,2023-05-10,17.49992748375282,241,shopper7967@buyeasy.com,Canada,Premium,2022-08-29,2023-08-29,1751.847063104123,2022-06-13: Inquiry about membership benefits; 2022-11-16: Complaint about membership benefits
258,424,Jennifer Gonzalez,Bike,3,933.3705758373459,2024-02-28,45.37027882869177,241,shopper7967@buyeasy.com,Canada,Premium,2022-08-29,2023-08-29,1751.847063104123,2022-06-13: Inquiry about membership benefits; 2022-11-16: Complaint about membership benefits
259,133,James Lopez,Book,1,82.58923138708303,2023-05-13,48.56886018556838,649,buyer5715@buyeasy.com,Germany,Premium,2023-10-11,2024-10-10,2307.721690795517,2022-03-22: Request about product availability; 2022-02-27: Request about payment issues
260,134,Thomas Miller,Laptop,3,304.1707924989735,2023-05-14,83.5652168482922,384,buyer4330@bestdeals.com,USA,Standard,2023-01-19,2024-01-19,4240.218567047982,2022-01-11: Inquiry about product availability; 2022-12-25: Feedback about product availability; 2022-03-02: Request about membership benefits
261,350,Barbara Miller,Book,4,401.6713581320173,2023-12-16,93.73186535678765,384,buyer4330@bestdeals.com,USA,Standard,2023-01-19,2024-01-19,4240.218567047982,2022-01-11: Inquiry about product availability; 2022-12-25: Feedback about product availability; 2022-03-02: Request about membership benefits
262,947,Barbara Rodriguez,Bike,1,499.92510337981975,2025-08-04,5.056156450704118,384,buyer4330@bestdeals.com,USA,Standard,2023-01-19,2024-01-19,4240.218567047982,2022-01-11: Inquiry about product availability; 2022-12-25: Feedback about product availability; 2022-03-02: Request about membership benefits
263,135,James Martinez,Book,3,759.7740567699618,2023-05-15,64.85842986768574,650,shopper6450@eshop.com,Canada,Standard,2023-10-12,2024-10-11,1336.363845536267,2022-04-17: Complaint for more information on a product; 2022-03-15: Request regarding order status; 2022-09-28: Inquiry regarding order status
264,136,Linda Gonzalez,Laptop,4,366.3474665415972,2023-05-16,24.07339703272978,269,shopper4553@buyeasy.com,UK,Standard,2022-09-26,2023-09-26,5714.337570596557,2022-10-12: Feedback about product availability
265,519,John Miller,Laptop,4,985.705582502673,2024-06-02,38.76385925043066,269,shopper4553@buyeasy.com,UK,Standard,2022-09-26,2023-09-26,5714.337570596557,2022-10-12: Feedback about product availability
266,137,Sarah Jones,Laptop,1,690.5396639393268,2023-05-17,90.26951440397521,228,dealhunter6124@eshop.com,UK,VIP,2022-08-16,2023-08-16,359.3268484944426,2022-01-30: Feedback regarding order status; 2022-04-27: Inquiry about payment issues
267,570,Michael Martinez,Laptop,2,692.8829579578113,2024-07-23,33.64438831957662,228,dealhunter6124@eshop.com,UK,VIP,2022-08-16,2023-08-16,359.3268484944426,2022-01-30: Feedback regarding order status; 2022-04-27: Inquiry about payment issues
268,623,William Taylor,Book,2,921.1959480089823,2024-09-14,39.2658451042801,228,dealhunter6124@eshop.com,UK,VIP,2022-08-16,2023-08-16,359.3268484944426,2022-01-30: Feedback regarding order status; 2022-04-27: Inquiry about payment issues
269,936,Mary Martinez,Toy,1,354.391252670844,2025-07-24,7.256882820395886,228,dealhunter6124@eshop.com,UK,VIP,2022-08-16,2023-08-16,359.3268484944426,2022-01-30: Feedback regarding order status; 2022-04-27: Inquiry about payment issues
270,138,Jennifer Rodriguez,Book,1,146.3112430359364,2023-05-18,41.86067075839043,70,dealhunter9086@buyeasy.com,Canada,Standard,2022-03-11,2023-03-11,499.0035638092961,2022-12-22: Request regarding order status
271,139,William Williams,Toy,4,446.955137350867,2023-05-19,19.89251636392682,49,dealhunter342@eshop.com,Canada,Standard,2022-02-18,2023-02-18,6888.574276925031,2022-02-04: Complaint about product availability; 2022-12-29: Inquiry about delayed delivery; 2022-06-22: Complaint about payment issues
272,271,William Taylor,Laptop,4,665.6150017681988,2023-09-28,43.2947510028316,49,dealhunter342@eshop.com,Canada,Standard,2022-02-18,2023-02-18,6888.574276925031,2022-02-04: Complaint about product availability; 2022-12-29: Inquiry about delayed delivery; 2022-06-22: Complaint about payment issues
273,140,Barbara Martin,Book,3,114.276286770671,2023-05-20,42.65012706654209,598,invalid_email,Germany,Premium,2023-08-21,2024-08-20,1677.761735006985,2022-10-19: Complaint regarding order status; 2022-10-12: Complaint for more information on a product
274,858,Patricia Hernandez,Toy,4,891.747152602321,2025-05-07,28.67543246240962,598,invalid_email,Germany,Premium,2023-08-21,2024-08-20,1677.761735006985,2022-10-19: Complaint regarding order status; 2022-10-12: Complaint for more information on a product
275,141,Robert Williams,Book,4,872.2162320688824,2023-05-21,34.92195855595685,158,marketfan2421@shopworld.com,UK,Standard,2022-06-07,2023-06-07,7492.832659246205,2022-11-20: Request about payment issues; 2022-10-04: Feedback about delayed delivery
276,453,Patricia Martin,Bike,4,444.6823004418735,2024-03-28,61.89953397154855,158,marketfan2421@shopworld.com,UK,Standard,2022-06-07,2023-06-07,7492.832659246205,2022-11-20: Request about payment issues; 2022-10-04: Feedback about delayed delivery
277,142,William Martinez,Book,3,484.1080671077445,2023-05-22,63.15725256710515,751,shopper552@shopworld.com,USA,Standard,2024-01-21,2025-01-20,7639.118518579053,2022-03-28: Complaint for more information on a product
278,438,Jessica Davis,Toy,4,353.8028036292189,2024-03-13,73.66519958967605,751,shopper552@shopworld.com,USA,Standard,2024-01-21,2025-01-20,7639.118518579053,2022-03-28: Complaint for more information on a product
279,143,Elizabeth Thomas,Toy,2,398.3531575811969,2023-05-23,61.94917944565749,595,dealhunter1912@buyeasy.com,Australia,Premium,2023-08-18,2024-08-17,3174.61979943452,2022-08-11: Feedback about product availability; 2022-08-03: Complaint regarding order status
280,145,Robert Gonzalez,Book,4,499.92510337981975,2023-05-25,68.60491739873062,378,buyer8122@shopworld.com,UK,Standard,2023-01-13,2024-01-13,9302.15267054017,2022-04-01: Inquiry for more information on a product; 2022-02-01: Feedback about delayed delivery
281,146,William Martin,Book,1,215.5946315845575,2023-05-26,31.15793222095983,156,buyer4289@bestdeals.com,Australia,VIP,2022-06-05,2023-06-05,6223.41443804935,2022-08-13: Inquiry for more information on a product
282,147,Robert Johnson,Laptop,4,725.6291455407446,2023-05-27,33.71634769832869,565,marketfan8811@eshop.com,Australia,VIP,2023-07-19,2024-07-18,5841.71692443042,2022-11-19: Request about membership benefits; 2022-01-18: Complaint about membership benefits; 2022-09-23: Complaint for more information on a product
283,465,Richard Miller,Laptop,2,818.059443187841,2024-04-09,83.12692118805163,565,marketfan8811@eshop.com,Australia,VIP,2023-07-19,2024-07-18,5841.71692443042,2022-11-19: Request about membership benefits; 2022-01-18: Complaint about membership benefits; 2022-09-23: Complaint for more information on a product
284,148,Elizabeth Jackson,Book,2,83.55292716716635,2023-05-28,99.68764048780325,505,buyer6764@buyeasy.com,UK,VIP,2023-05-20,2024-05-19,4189.895702832951,2022-04-27: Feedback about delayed delivery
285,497,Linda Lopez,Bike,2,876.6136467371824,2024-05-11,30.23663026104385,505,buyer6764@buyeasy.com,UK,VIP,2023-05-20,2024-05-19,4189.895702832951,2022-04-27: Feedback about delayed delivery
286,976,Thomas Jackson,Book,2,358.0335955668583,2025-09-02,36.3386592762657,505,buyer6764@buyeasy.com,UK,VIP,2023-05-20,2024-05-19,4189.895702832951,2022-04-27: Feedback about delayed delivery
287,149,Elizabeth Smith,Laptop,4,197.4024065603958,2023-05-29,33.12516246794095,386,buyer8597@bestdeals.com,Germany,Premium,2023-01-21,2024-01-21,3034.924005172601,2022-12-31: Inquiry about product availability; 2022-01-14: Request for more information on a product
288,881,William Rodriguez,Laptop,1,124.5126135253546,2025-05-30,87.52146716289204,386,buyer8597@bestdeals.com,Germany,Premium,2023-01-21,2024-01-21,3034.924005172601,2022-12-31: Inquiry about product availability; 2022-01-14: Request for more information on a product
289,150,Thomas Jones,Shirt,1,969.3101424558093,2023-05-30,72.10874284644332,21,dealhunter1092@eshop.com,Canada,Premium,2022-01-21,2023-01-21,1089.899915329388,2022-02-03: Request regarding order status
290,410,Michael Garcia,Toy,3,533.3523478544599,2024-02-14,99.25304887644822,21,dealhunter1092@eshop.com,Canada,Premium,2022-01-21,2023-01-21,1089.899915329388,2022-02-03: Request regarding order status
291,480,Barbara Gonzalez,Laptop,3,476.5612763009515,2024-04-24,5.130891081684058,21,dealhunter1092@eshop.com,Canada,Premium,2022-01-21,2023-01-21,1089.899915329388,2022-02-03: Request regarding order status
292,152,Jennifer Garcia,Shirt,3,689.4516562737319,2023-06-01,53.51955781071938,8,dealhunter7923@eshop.com,Australia,Premium,2022-01-08,2023-01-08,2902.733464130204,2022-06-07: Complaint about delayed delivery; 2022-08-08: Complaint about membership benefits
293,153,Elizabeth Hernandez,Shirt,2,499.92510337981975,2023-06-02,39.59531568633591,16,buyer6596@bestdeals.com,UK,Premium,2022-01-16,2023-01-16,754.1328509949957,2022-08-30: Feedback for more information on a product
294,442,Mary Martin,Book,1,666.7093875260815,2024-03-17,93.8553416099116,16,buyer6596@bestdeals.com,UK,Premium,2022-01-16,2023-01-16,754.1328509949957,2022-08-30: Feedback for more information on a product
295,154,Thomas Anderson,Bike,2,226.5089628965391,2023-06-03,93.55187615128008,64,shopper4639@buyeasy.com,USA,Standard,2022-03-05,2023-03-05,8272.957611346392,2022-03-02: Feedback regarding order status; 2022-12-12: Inquiry for more information on a product; 2022-08-25: Request about delayed delivery
296,971,Susan Gonzalez,Laptop,3,352.8746002166541,2025-08-28,95.55670971475628,64,shopper4639@buyeasy.com,USA,Standard,2022-03-05,2023-03-05,8272.957611346392,2022-03-02: Feedback regarding order status; 2022-12-12: Inquiry for more information on a product; 2022-08-25: Request about delayed delivery
297,155,Barbara Smith,Toy,1,429.8528346846033,2023-06-04,48.62218236305156,656,shopper9168@eshop.com,Germany,VIP,2023-10-18,2024-10-17,8978.521252636245,2022-04-24: Inquiry regarding order status
298,432,Mary Thomas,Shirt,3,844.9272417437735,2024-03-07,59.39343014602272,656,shopper9168@eshop.com,Germany,VIP,2023-10-18,2024-10-17,8978.521252636245,2022-04-24: Inquiry regarding order status
299,771,Charles Martinez,Shirt,4,488.4803265394807,2025-02-09,20.15789035535396,656,shopper9168@eshop.com,Germany,VIP,2023-10-18,2024-10-17,8978.521252636245,2022-04-24: Inquiry regarding order status
300,156,Jessica Miller,Book,3,124.3382381894278,2023-06-05,98.20287635669052,782,buyer8229@shopworld.com,USA,VIP,2024-02-21,2025-02-20,7415.393323887533,2022-09-04: Request for more information on a product; 2022-01-13: Inquiry for more information on a product; 2022-12-05: Feedback about product availability
301,662,Robert Hernandez,Shirt,4,775.6304647822903,2024-10-23,69.88515717569793,782,buyer8229@shopworld.com,USA,VIP,2024-02-21,2025-02-20,7415.393323887533,2022-09-04: Request for more information on a product; 2022-01-13: Inquiry for more information on a product; 2022-12-05: Feedback about product availability
302,670,Joseph Lopez,Book,1,364.3305245609407,2024-10-31,23.81181347756936,782,buyer8229@shopworld.com,USA,VIP,2024-02-21,2025-02-20,7415.393323887533,2022-09-04: Request for more information on a product; 2022-01-13: Inquiry for more information on a product; 2022-12-05: Feedback about product availability
303,157,Richard Martin,Bike,2,499.92510337981975,2023-06-06,53.38065124989743,764,marketfan4903@bestdeals.com,USA,Premium,2024-02-03,2025-02-02,8439.760688984989,2022-06-29: Inquiry about delayed delivery; 2022-05-07: Request regarding order status; 2022-12-14: Complaint about delayed delivery
304,400,Susan Taylor,Laptop,3,368.6506933763905,2024-02-04,21.80600462296941,764,marketfan4903@bestdeals.com,USA,Premium,2024-02-03,2025-02-02,8439.760688984989,2022-06-29: Inquiry about delayed delivery; 2022-05-07: Request regarding order status; 2022-12-14: Complaint about delayed delivery
305,472,Jessica Wilson,Toy,4,571.4410674777578,2024-04-16,68.52609307353096,764,marketfan4903@bestdeals.com,USA,Premium,2024-02-03,2025-02-02,8439.760688984989,2022-06-29: Inquiry about delayed delivery; 2022-05-07: Request regarding order status; 2022-12-14: Complaint about delayed delivery
306,888,Sarah Hernandez,Laptop,1,627.2186736078843,2025-06-06,58.23224065684777,764,marketfan4903@bestdeals.com,USA,Premium,2024-02-03,2025-02-02,8439.760688984989,2022-06-29: Inquiry about delayed delivery; 2022-05-07: Request regarding order status; 2022-12-14: Complaint about delayed delivery
307,158,William Jackson,Book,2,619.5653901974828,2023-06-07,59.17529912849556,686,shopper3838@eshop.com,UK,Premium,2023-11-17,2024-11-16,2742.268441297935,2022-09-03: Complaint about payment issues; 2022-09-27: Request for more information on a product
308,591,Elizabeth Taylor,Book,2,466.7820224978939,2024-08-13,51.8336113809473,686,shopper3838@eshop.com,UK,Premium,2023-11-17,2024-11-16,2742.268441297935,2022-09-03: Complaint about payment issues; 2022-09-27: Request for more information on a product
309,661,Jessica Miller,Book,2,910.28568573423,2024-10-22,55.15752909831992,686,shopper3838@eshop.com,UK,Premium,2023-11-17,2024-11-16,2742.268441297935,2022-09-03: Complaint about payment issues; 2022-09-27: Request for more information on a product
310,159,John Jones,Book,2,847.1891487586225,2023-06-08,42.03390601095124,667,marketfan2048@shopworld.com,Australia,Standard,2023-10-29,2024-10-28,1106.451054829228,2022-10-11: Request for more information on a product; 2022-06-04: Request about product availability; 2022-12-16: Request regarding order status
311,564,Jennifer Martinez,Toy,3,226.3756479115697,2024-07-17,32.92571393981984,667,marketfan2048@shopworld.com,Australia,Standard,2023-10-29,2024-10-28,1106.451054829228,2022-10-11: Request for more information on a product; 2022-06-04: Request about product availability; 2022-12-16: Request regarding order status
312,565,Patricia Moore,Bike,4,367.4388267131728,2024-07-18,93.56469310588595,667,marketfan2048@shopworld.com,Australia,Standard,2023-10-29,2024-10-28,1106.451054829228,2022-10-11: Request for more information on a product; 2022-06-04: Request about product availability; 2022-12-16: Request regarding order status
313,160,Linda Williams,Book,2,274.1361944311407,2023-06-09,11.75573320999952,718,marketfan6208@buyeasy.com,Australia,VIP,2023-12-19,2024-12-18,6150.425931381331,2022-01-24: Complaint about membership benefits; 2022-02-23: Feedback about product availability; 2022-08-28: Feedback regarding order status
314,161,Thomas Lopez,Toy,4,53.44167996369251,2023-06-10,53.96207357449681,780,marketfan2068@buyeasy.com,UK,Standard,2024-02-19,2025-02-18,6564.41829981414,2022-10-06: Request about payment issues; 2022-05-19: Inquiry about product availability; 2022-03-29: Feedback about membership benefits
315,845,Linda Moore,Toy,4,457.9784571905873,2025-04-24,6.940862238920861,780,marketfan2068@buyeasy.com,UK,Standard,2024-02-19,2025-02-18,6564.41829981414,2022-10-06: Request about payment issues; 2022-05-19: Inquiry about product availability; 2022-03-29: Feedback about membership benefits
